"MonitoringLocation","TotalDepth_min","TotalDepth_max","maxSampleDepth_min","maxSampleDepth_max","n_DO_min","n_DO_max","year_min","year_max","TotalDepth_10","TotalDepth_90","maxSampleDepth_10","maxSampleDepth_90","n_DO_10","n_DO_90","Num_Events","boo.CBP144","Latitude","Longitude","UTMX","UTMY"
"FRG0018",1,2.7,0.5,2.5,1,5,2003,2006,1.5,2.5,0.9,2.2,2,5,31,FALSE,39.33305,-76.40514,378896,4354677
"GBO0013",0.5,2.3,0.5,2,1,4,2007,2009,0.7,1.5,0.5,1.2,1,2,21,FALSE,39.4637,-75.8383,427885,4368571
"GWR003.54",1.13,3.85,1,3.75,5,16,2013,2015,1.38,3.29,1.25,3,6,13,27,FALSE,37.85067,-76.34405,381754,4190097
"GWR007.7",1.51,2.24,1.5,2,4,9,2013,2015,1.728,2.18,1.5,2,7,9,27,FALSE,37.86769,-76.39854,376988,4192056
"GYI0001",1.8,3.8,1.5,3.5,3,6,2003,2006,2.76,3.64,2.46,3.34,4,5.4,27,FALSE,39.09,-76.2003,396194,4327449
"H-1",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,29,FALSE,37.40875,-75.97072,414092,4140660
"H-1A",NA,NA,0.5,0.5,1,1,2001,2001,NA,NA,0.5,0.5,1,1,1,FALSE,37.408,-75.97477,413733,4140580
"H-2",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,30,FALSE,37.41603,-75.96103,414958,4141458
"H-3",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,30,FALSE,37.42666,-75.94971,415972,4142628
"HAH001.02",0.3,1.6,0.25,1.25,2,6,2010,2012,0.8,1.4,0.5,1.25,3,6,87,FALSE,37.36393,-76.28172,386500,4136016
"HOK0005",0.8,2.1,0.5,1.8,1,4,2003,2006,1.26,2,0.5,1.62,1,3.2,29,FALSE,38.1889,-76.2653,389193,4227530
"HUG000.87",0.7,2.4,0.5,2.25,3,10,2016,2018,1,1.75,1,1.75,5,8,85,FALSE,37.40961,-75.96733,414393,4140753
"HUG003.43",0.6,1.59,0.5,1.25,3,6,2016,2018,0.82,1.356,0.75,1.25,4,6,27,FALSE,37.43458,-75.94091,416759,4143499
"HUN001.29",0.4,1.6,0.1,1.25,1,6,2013,2015,0.65,1.38,0.5,1.25,3,6,85,FALSE,37.79062,-75.70774,437685,4182820
"IH1",0.85,6.1,0.85,6.1,1,1,2000,2004,1,2.665,1,2.665,1,1,46,FALSE,38.58559,-77.19213,309066,4273069
"IH2",0.9,6.5,0.9,6.5,1,1,2000,2004,1.1,4.216,1.1,4.216,1,1,45,FALSE,38.5532,-77.20348,307991,4269498
"IH3",0.9,7.3,0.9,7.3,1,1,2000,2004,1.15,2.1,1.15,2.1,1,1,46,FALSE,38.53721,-77.24408,304410,4267809
"IH4",0.7,6.5,0.7,6.5,1,1,2000,2004,0.99,2.8,0.99,2.75,1,1,46,FALSE,38.56913,-77.17987,310091,4271217
"IH5",0.6,6.6,0,6.6,1,1,2000,2004,0.925,2.6,0.9,2.6,1,1,46,FALSE,38.54966,-77.23917,304872,4269180
"IH6",0.5,4.5,0.5,4.5,1,1,2000,2004,0.61,2.31,0.61,2.31,1,1,42,FALSE,38.54455,-77.2346,305256,4268603
"IND000.02",1,2.85,0.75,2.75,4,12,2013,2015,1.1,2.35,1,2.25,5,10,89,FALSE,37.67835,-76.32758,382932,4170957
"INN001.43",5.1,5.82,5,5,5,5,2013,2015,5.15,5.61,5,5,5,5,27,FALSE,37.81339,-76.29426,386077,4185899
"INN002.24",0.65,97,0.5,1.5,3,7,2013,2015,0.85,1.391,0.75,1.25,4,6,90,FALSE,37.81786,-76.30802,384873,4186412
"JMS002.55",0.6,1.9,0.5,1.75,3,8,2006,2008,0.755,1.4,0.75,1.25,4,6,62,FALSE,36.99667,-76.37698,377473,4095389
"JMS017.96",0.8,2.5,0.75,1.75,4,8,2012,2013,0.935,1.9,0.75,1.575,4,7.3,48,FALSE,37.04883,-76.5045,366216,4101347
"JMS018.23",0.5,1.9,0.5,1.75,3,8,2006,2008,0.85,1.5,0.75,1.25,4,6,62,FALSE,37.05323,-76.50992,365742,4101843
"JMS032.59",8.11,13.4,2.5,12,5,12,2006,2013,9.37,12.24,9,11.8,9,11.8,53,FALSE,37.20297,-76.64833,353723,4118661
"JMS042.92",8.74,13.5,1.75,12,8,12,2006,2013,8.992,10.9,8.2,10,8.2,10,53,FALSE,37.20294,-76.78219,341843,4118873
"JMS043.78",0.3,2.54,0.25,7,2,11,2006,2013,0.6,1.686,0.5,1.5,3,7,109,FALSE,37.22775,-76.79147,341071,4121641
"JMS048.03",1.77,6.22,1.5,4.5,7,17,2006,2013,1.874,3.698,1.75,3.4,8,13,53,FALSE,37.2398,-76.87915,333319,4123129
"JMS050.74",1.04,6.78,1,4,5,14,2006,2013,1.29,2.326,1.25,2.25,6,9.8,53,FALSE,37.21335,-76.9173,329875,4120262
"JMS055.94",10.2,14,9,14,9,13,2006,2008,10.2,13,9,13,9,10,21,FALSE,37.27272,-76.99057,323511,4126983
"JMS062.82",1.01,4.23,1,4,5,17,2006,2008,1.373,3.349,1.25,3.45,6,11.9,22,FALSE,37.27512,-77.05833,317509,4127378
"JMS069.08",6.37,10.3,6,10,6,10,2006,2008,6.5,9.82,6,9,6,9,21,FALSE,37.30165,-77.1284,311362,4130460
"JMS073.37",1,3.2,0.75,3,4,13,2006,2008,1.476,2.86,1.5,2.5,6.4,11,65,FALSE,37.3252,-77.2044,304686,4133227
"JMS075.04",8.86,10.9,6,10,6,10,2006,2008,9.46,10.5,9,10,9,10,21,FALSE,37.31265,-77.23283,302134,4131894
"JMS082.49",0.81,5.69,1,4,5,17,2006,2008,1.068,3.508,1.025,3.5,5.1,11,22,FALSE,37.38199,-77.25069,300735,4139625
"JMS094.45",0.69,8.46,0.75,4,4,16,2006,2008,1.001,4.385,1,4,5,12.9,22,FALSE,37.3789,-77.34747,292156,4139491
"JMS099.00",0.92,8.4,0.75,4,4,17,2006,2008,1.294,3.87700000000001,1.25,2.825,6,10.3,58,FALSE,37.40098,-77.387,288718,4142029
"JMS104.16",2.23,10.3,5,10,5,10,2006,2008,6.496,9.777,7,9.9,7,9.9,22,FALSE,37.45,-77.41883,286040,4147541
"JMS109.62",0.75,2.01,0.75,2,4,9,2006,2008,0.883,1.675,1,1.5,5,7,22,FALSE,37.52645,-77.41303,286770,4156011
"KNG01",NA,NA,0.1,0.1,1,1,1990,2012,NA,NA,0.1,0.1,1,1,218,FALSE,38.89039,-76.94414,331387,4306409
"KNG02",NA,NA,0.1,0.2,1,1,1992,2012,NA,NA,0.1,0.1,1,1,193,FALSE,38.89761,-76.96581,329524,4307251
"LAF1",4.5,6.5,3.5,5.5,4,6,1990,1990,5,6.25,4,5.25,4.5,5.5,6,FALSE,36.9057,-76.30578,383670,4085207
"LBO0010",0.6,1.3,0.5,1,1,2,2007,2009,0.6,1.1,0.5,0.8,1,2,21,FALSE,39.4484,-75.8449,427302,4366878
"LCC000.14",1.25,4.48,1.25,3,6,13,2019,2019,1.655,3.426,1.5,2.75,7,12,28,FALSE,36.92799,-76.1794,394960,4087534
"LCC000.28",1.31,2.02,1.25,2,6,9,2019,2019,1.342,1.924,1.25,1.8,6,8.2,9,FALSE,36.92871,-76.20969,392264,4087647
"LE1.1",6.4,13,0.5,12,1,11,1990,2019,12,12.5,11,11,5,7,531,TRUE,38.42535,-76.60176,360181,4254225
"LE1.2",9.4,19,8.4,18,5,9,1990,2019,16.97,17.5,15,16,6,9,508,TRUE,38.37887,-76.51132,367992,4248933
"LE1.3",0.5,26,0.5,25.5,1,15,1990,2019,23,24,22,23,8,11,539,TRUE,38.3398,-76.4849,370230,4244560
"LE1.4",13,18,0.5,17,1,16,1990,2019,15,17,14,16,6,8,529,TRUE,38.312,-76.42151,375722,4241388
"LE2.2",9,16,7,14.7,9,16,1990,2019,10.6,14,9.7,12.8,11,14,526,TRUE,38.1576,-76.598,359996,4224507
"LE2.3",16.3,22,2,21,4,21,1990,2019,19,21,18,20,12,19,491,TRUE,38.0215,-76.3477,381707,4209057
"LE3.1",5,11,3,11,2,10,1990,2019,6,8,6,7,4,6,358,TRUE,37.75925,-76.61592,357659,4180333
"LE3.2",4,17,3,16,2,15,1990,2019,12,16,11,15,7,14,359,TRUE,37.66914,-76.55047,363259,4170237
"LE3.2N",NA,NA,1,1,1,1,1994,1994,NA,NA,1,1,1,1,12,FALSE,37.66736,-76.54079,364109,4170025
"LE3.2S",NA,NA,1,1,1,1,1994,1994,NA,NA,1,1,1,1,12,FALSE,37.64708,-76.56995,361500,4167818
"LE3.3",3,9,2,8,2,8,1990,2019,5,7,5,6,3,5,359,TRUE,37.68842,-76.47442,370000,4172268
"LE3.4",8,22,3,22,2,20,1990,2019,10,17,9,17,6,13,361,TRUE,37.63189,-76.44486,372510,4165955
"LE3.6",7,13,6,12,6,12,1990,2019,9,10,8,9,8,9,437,TRUE,37.5968,-76.28467,386592,4161856
"LE3.6N",3,5,2,4,1,4,1994,1995,3,5,2,4,2,4,13,FALSE,37.6068,-76.283,386754,4162963
"LE3.6S",3,5,2,4,2,4,1994,1995,4,4.8,3,3.8,2.2,3.8,13,FALSE,37.57263,-76.293,385819,4159184
"LE3.7",4,8,3,7,3,7,1990,2019,6,8,5,7,5,7,433,TRUE,37.53069,-76.30661,384553,4154548
"LE4.1",5,12,5,11,3,11,1990,2019,8,11,8,10,5,9,353,TRUE,37.41883,-76.69125,350342,4142678
"LE4.2",7,20,6,19,4,19,1990,2019,10,18,10,18,6,17,353,TRUE,37.29044,-76.57811,360117,4128259
"LE4.2N",NA,NA,1,1,1,1,1994,1994,NA,NA,1,1,1,1,12,FALSE,37.29542,-76.55856,361859,4128783
"LE4.2S",NA,NA,1,1,1,1,1994,1994,NA,NA,1,1,1,1,12,FALSE,37.27515,-76.57857,360048,4126564
"LE4.3",9,22,9,22,5,19,1990,2019,13,19,12,19,7,13,352,TRUE,37.23392,-76.43094,373068,4121781
"LE4.3N",NA,NA,1,1,1,1,1994,1994,NA,NA,1,1,1,1,12,FALSE,37.25348,-76.43912,372375,4123962
"LE4.3S",NA,NA,1,1,1,1,1994,1994,NA,NA,1,1,1,1,12,FALSE,37.22348,-76.43245,372916,4120625
"LE5.1",4,15,4,15,3,12,1990,2019,7,13,7,12,4,11,364,TRUE,37.20297,-76.64833,353723,4118661
"LE5.2",5,11,5,10,3,10,1990,2019,8,10,7,9,4,9,367,TRUE,37.056,-76.59306,358354,4102271
"LE5.2N",NA,NA,1,1,1,1,1994,1994,NA,NA,1,1,1,1,11,FALSE,37.08431,-76.57385,360114,4105383
"LE5.2S",NA,NA,1,1,1,1,1994,1994,NA,NA,1,1,1,1,11,FALSE,37.03626,-76.60496,357259,4100099
"LE5.3",4,11,4,10,3,8,1990,2019,6,8,5,7,4,6,367,TRUE,36.99044,-76.47544,368700,4094829
"LE5.4",6,18,6,18,4,17,1990,2019,15,18,15,17,8,16,367,TRUE,36.95486,-76.39275,376001,4090770
"LE5.5",12,28,11,27,11,21,1990,1996,16.3,24,15.3,23,15.6,19,117,TRUE,36.99681,-76.303,384056,4095311
"LE5.5-W",4,17,3,16,1,16,1996,2019,6,11,5,10,5,10,329,TRUE,36.99903,-76.31328,383145,4095570
"LE5.5A",2,4,1,3,1,3,1994,1994,3,4,2,3,2,3,12,FALSE,36.9818,-76.2905,385146,4093631
"LE5.5B",2,3,1,13,1,2,1994,1994,2,2,1,1.9,1,1.9,12,FALSE,36.97458,-76.28966,385210,4092829
"LE5.6",6,18,5,18,4,16,1990,2019,14,16,14,16,8,15,355,TRUE,36.90456,-76.33836,380766,4085121
"LFA01",3,5,0.3,4,1,4,1998,2019,4,5,3,4,2,3,246,FALSE,36.9082,-76.3146,382888,4085495
"LFB01",3,6,0.3,5,1,4,1998,2019,4,5,3,4,2,3,243,FALSE,36.8894,-76.28144,385814,4083369
"LGC003.64",0.75,1.9,0.75,1.75,4,8,2019,2019,1.07,1.715,1,1.5,5,7,28,FALSE,37.05573,-76.28859,385427,4101831
"LIS001.23",1.55,2.35,1.25,2,5,9,2013,2015,1.626,2.1,1.4,2,6,9,27,FALSE,37.89288,-76.25698,389477,4194674
"LIS003.84",1.2,2.6,1,2.5,5,11,2013,2015,1.89,2.388,1.75,2.25,8,10,27,FALSE,37.89401,-76.29806,385867,4194849
"LKN001.38",1.03,2.2,0.75,2,4,9,2019,2019,1.29,2.056,1.25,1.8,6,8.2,29,FALSE,36.87723,-76.00868,410105,4081729
"LKN003.25",0.63,2.3,0.5,2.25,3,10,2019,2019,0.886,2.3,0.7,2.25,3.8,10,9,FALSE,36.85904,-76.0083,410119,4079710
"LMN0028",0.7,2,0.4,1.7,1,3,2006,2019,1,1.7,0.669999999999999,1.4,1,3,158,FALSE,38.20855,-75.80458,429559,4229260
"LOW003.42",1.96,2.66,1.75,2.5,8,11,2007,2009,2.22,2.63,2,2.5,9,11,21,FALSE,38.11082,-76.64082,356152,4219382
"LYN001.98",1.41,2.7,1.25,2.5,6,11,2019,2019,1.53,2.54,1.45,2.3,6.8,10.2,9,FALSE,36.89796,-76.08519,403313,4084103
"MAO001.05",1.51,2.8,1.5,2.5,7,10,2007,2009,1.64,2.229,1.5,2,7,9,22,FALSE,38.21255,-76.97378,327200,4231239
"MAT0016",3.4,8.3,0.5,7.9,1,8,1990,2019,5.9,7.7,4.9,6.8,2,2,512,TRUE,38.56508,-77.19345,308897,4270795
"MAT0078",2,4.4,0,0.1,1,1,1990,2019,2.24,3.84,0,0,1,1,509,TRUE,38.58852,-77.11865,315475,4273244
"MDR0002",3.2,3.6,2.9,3.3,4,6,2003,2003,3.26,3.6,2.96,3.3,4,5.4,7,FALSE,39.2935,-76.3856,380513,4350262
"MDR0028",1.5,3.3,1.2,3,2,5,2003,2004,2.72,3.28,1.76,2.84,3,5,13,FALSE,39.3145,-76.42478,377171,4352645
"MDR0038",1.3,3.2,1,2.3,1,5,2003,2006,1.3,2.44,1,2.1,1,4,67,FALSE,39.3145,-76.42478,377171,4352645
"MES001.26",1.11,2.4,1,2.25,5,10,2013,2015,1.316,2.07,1.25,2,6,9,27,FALSE,37.90179,-75.68497,439780,4195139
"MIL000.93",0.83,2.3,0.75,2,4,9,2013,2015,1.074,1.958,1,1.75,5,8,27,FALSE,37.79439,-76.32333,383488,4183827
"MJB003.07",5.71,6.83,5,6,5,6,2010,2012,5.974,6.656,5,6,5,6,27,FALSE,37.31181,-76.34634,380695,4130313
"MJB004.30",5.1,6.88,4,6,4,6,2010,2012,5.548,6.732,5,6,5,6,27,FALSE,37.32493,-76.39478,376424,4131831
"MJB005.46",0.1,1.78,0.1,1.75,1,8,2010,2012,0.35,1.365,0.25,1.25,2,6,86,FALSE,37.3579,-76.33277,381970,4135409
"MNK0146",2.3,5.7,1.4,5.2,3,6,2003,2013,3.1,5.4,2.59,4.5,4,6,120,FALSE,38.175,-75.72361,436619,4225479
"MOB006.12",1.29,3.54,1.25,3,6,13,2005,2008,1.556,3.044,1.4,2.75,6.6,11.4,27,FALSE,37.25818,-76.38902,376826,4124417
"MON000.18",0.97,2.4,1,2.25,5,10,2007,2009,1.297,2,1.25,1.775,6,8.10000000000001,90,FALSE,38.23197,-76.96372,328127,4233376
"MPN001.65",0.67,1.41,0.75,1.75,4,8,2005,2005,0.736,1.386,0.9,1.6,4.6,7.4,7,FALSE,37.53783,-76.78458,342333,4156034
"MPN005.04",1,3.39,0.5,3.75,3,12,2005,2005,1.982,3.044,0.9,2.5,4.6,11,24,FALSE,37.57552,-76.79768,341256,4160238
"MPN008.12",1.98,3.1,0.5,3.5,3,12,2005,2005,1.992,2.962,0.65,3.05,3.6,12,7,FALSE,37.60152,-76.82035,339310,4163162
"MPN011.97",1.45,5.4,1.25,2.25,6,10,2005,2005,2.08,5.364,1.4,2.1,6.6,9.4,7,FALSE,37.61688,-76.86425,335468,4164942
"MPN016.28",0.61,2.73,0.5,2.25,3,10,2005,2005,0.844,2.028,0.65,2.1,3.6,9.4,7,FALSE,37.65687,-76.88465,333757,4169415
"MPN018.70",1.04,3.11,1.25,3,6,11,2005,2005,1.262,2.984,1.4,2.4,6.6,9.8,7,FALSE,37.66633,-76.90628,331870,4170504
"MPN021.95",0.97,2.26,0.5,2.25,3,9,2005,2005,0.982,1.732,0.95,1.95,4.8,7.8,7,FALSE,37.68863,-76.93535,329357,4173031
"MPN024.65",0.97,4.6,1,4,5,11,2005,2005,1.402,3.85,1.15,2.8,5.6,9.8,7,FALSE,37.70242,-76.9715,326201,4174627
"MPN028.86",0.85,3.61,0.75,4,4,13,2005,2005,0.942,2.937,1,3.225,5,11.8,22,FALSE,37.72288,-77.01959,322010,4176988
"MPN031.95",0.89,3.65,0.75,3.5,4,13,2005,2005,1.844,3.632,0.9,2.6,4.6,10.6,7,FALSE,37.74999,-77.07198,317459,4180097
"MTI0015",0.2,1.6,0.1,1.3,1,3,2003,2019,0.5,1.1,0.2,0.8,1,2,309,FALSE,38.74332,-76.70744,351612,4289677
"MUD000.00",0.85,11.53,0.75,2,4,9,2013,2015,1.23,1.812,1,1.6,5,7.4,27,FALSE,37.85362,-75.67551,440573,4189789
"MZC0016",2.5,3.1,1,2.8,1,6,2015,2018,2.78,3.01,1,2.7,1,6,21,FALSE,38.82572,-75.8385,427215,4297771
"NAN001.09",0.75,1.55,0.75,1.5,4,7,2016,2018,1,1.5,1,1.25,5,6,27,FALSE,37.62936,-75.88533,421880,4165062
"NAN003.58",0.89,1.78,0.5,1.75,3,8,2016,2018,1.03,1.536,1,1.5,5,7,27,FALSE,37.63271,-75.84446,425489,4165401
"NOM000.81",5,6.31,5,6,5,6,2007,2009,5.63,6.17,5,6,5,6,21,FALSE,38.15818,-76.71787,349494,4224759
"NOM0007",0.6,2.1,0.5,1.5,1,3,2003,2006,0.8,1.71,0.5,1.4,1,3,30,FALSE,39.30127,-76.43044,376660,4351185
"NOM002.36",0.4,3.41,0.25,3.5,2,10,2007,2009,0.7,1.52,0.5,1.475,3,6.90000000000001,82,FALSE,38.1316,-76.71618,349588,4221807
"NOM004.69",1.98,2.5,2,2.5,9,11,2007,2009,2.04,2.49,2,2.25,9,10,21,FALSE,38.10398,-76.71592,349554,4218742
"NOR000.63",1,2.84,1,2.75,5,12,2010,2012,1.1,1.962,1,1.75,5,8,27,FALSE,37.42075,-76.44422,372206,4142528
"NOR004.81",0.75,3,0.75,2.75,4,12,2010,2012,0.95,1.472,0.75,1.35,4,6.4,27,FALSE,37.38733,-76.39373,376620,4138752
"NSS001.78",0.6,4.58,0.5,3.75,3,16,2016,2018,0.9,3.973,0.75,1.925,4,8.7,84,FALSE,37.4775,-75.93441,417381,4148255
"NSS003.43",1.05,1.9,1,1.75,5,8,2016,2018,1.2,1.638,1,1.5,5,7,27,FALSE,37.51276,-75.90515,420007,4152143
"OC-3",NA,NA,0.5,0.5,1,1,2001,2001,NA,NA,0.5,0.5,1,1,4,FALSE,37.5528,-75.84302,425537,4156533
"OCH001.60",1.05,2.45,1,2.25,5,10,2016,2018,1.305,2.15,1.25,2,6,9,82,FALSE,37.55641,-75.91551,419137,4156994
"OCH006.02",1,2.56,1,2.5,5,11,2016,2018,1.102,2.258,1,2.25,5,10,27,FALSE,37.55613,-75.84143,425681,4156902
"OCN002.78",0.5,1.9,0.25,1.75,2,8,2016,2018,0.7,1.7,0.5,1.5,3,7,82,FALSE,37.72368,-75.7886,430504,4175450
"OCN004.73",1.25,2.85,1.25,2.5,6,11,2016,2018,1.518,2.124,1.5,2,6.6,9,27,FALSE,37.71218,-75.7633,432723,4174156
"ON-3",NA,NA,0.5,0.5,1,1,2001,2001,NA,NA,0.5,0.5,1,1,4,FALSE,37.71208,-75.7624,432801,4174143
"OP-1",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,31,FALSE,37.23292,-76.00934,410466,4121188
"OP-2",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,31,FALSE,37.2396,-75.99602,411655,4121917
"OP-3",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,31,FALSE,37.25167,-75.99105,412110,4123251
"OPC000.00",0.74,1.7,0.5,1.5,3,7,2016,2018,0.835,1.405,0.75,1.25,4,6,26,FALSE,37.2313,-76.01421,410032,4121014
"PIS0033",1,1,0,0.1,1,1,1990,2019,1,1,0,0,1,1,508,TRUE,38.69842,-76.98673,327230,4285183
"PKS000.24",4,5.39,4,5,4,5,2013,2015,4.606,5.332,4,5,4,5,27,FALSE,37.90987,-75.78915,430629,4196108
"PKS003.92",0.83,2.96,0.75,2.5,4,11,2013,2015,1.238,2.064,1.15,2,5,9,27,FALSE,37.93178,-75.72792,436030,4198495
"PKS008.81",0.2,10,0.1,1.25,1,6,2013,2015,0.5,1.2,0.25,1,2,5,83,FALSE,37.93561,-75.65189,442715,4198871
"PMK001.29",0.51,4.1,0.5,4,3,14,2005,2005,0.72,3.638,0.65,3.25,3.6,12.8,7,FALSE,37.53772,-76.81248,339868,4156069
"PMK006.16",1.2,3.25,0.5,3,3,11,2005,2005,1.698,3.106,0.65,3,3.6,11,7,FALSE,37.52592,-76.86558,335150,4154852
"PMK008.92",2.6,4.02,1.25,4,6,13,2005,2005,2.85,3.77,1.375,3.625,6.5,12.5,6,FALSE,37.55988,-76.86092,335637,4158612
"PMK012.18",0.1,4.02,0.1,4,1,12,2005,2017,0.7,1.77,0.5,1.5,3,7,347,FALSE,37.57138,-76.88424,333602,4159929
"PMK018.13",1.66,2.35,1.5,2.5,7,11,2005,2005,1.732,2.302,1.65,2.5,7,9.2,7,FALSE,37.56502,-76.92776,329744,4159301
"PMK023.69",1.31,3.45,1.5,3,6,13,2005,2005,1.316,3.084,1.5,2.7,6.6,11.2,7,FALSE,37.55267,-76.95792,327052,4157986
"PMK034.00",0.52,2.8,0.5,3,3,13,2005,2017,1.28,2.3,1,2,5,9,317,FALSE,37.57678,-77.02345,321320,4160784
"PMK037.34",0.75,4.33,1,3.5,4,13,2005,2005,0.966,3.964,1,3.5,4.6,13,7,FALSE,37.59652,-77.08155,316238,4163086
"PMK041.30",1.14,3.6,0.75,3.5,4,12,2005,2005,1.356,3.444,1.2,3.2,5.2,11.4,7,FALSE,37.62647,-77.12397,312568,4166493
"PMK047.41",0.81,3.33,2,3.5,6,14,2005,2005,1.782,3.306,2.3,3.35,7.2,12.2,7,FALSE,37.66875,-77.1414,311137,4171220
"PMS01",NA,NA,0.1,8,1,9,1990,2012,NA,NA,0.1,5,1,6,238,FALSE,38.91789,-77.1047,317531,4309770
"PMS03",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,73,FALSE,38.91122,-77.09998,317923,4309021
"PMS05",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.9065,-77.0922,318585,4308481
"PMS07",NA,NA,0.1,7,1,2,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.90372,-77.08387,319301,4308156
"PMS08",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,73,FALSE,38.90345,-77.07942,319686,4308117
"PMS09",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.90289,-77.07497,320070,4308046
"PMS10",NA,NA,0.1,10,1,11,1990,2012,NA,NA,0.1,8,1,9,430,FALSE,38.90233,-77.06942,320550,4307973
"PMS11",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,76,FALSE,38.9015,-77.06554,320885,4307874
"PMS12",NA,NA,0.1,5,1,2,1990,1997,NA,NA,0.1,0.1,1,1,77,FALSE,38.90039,-77.06136,321244,4307742
"PMS13",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.89845,-77.05776,321552,4307520
"PMS16",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.88817,-77.05415,321839,4306372
"PMS18",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.88122,-77.05192,322015,4305596
"PMS21",NA,NA,0.1,10,1,11,1990,2012,NA,NA,0.1,6,1,7,430,FALSE,38.87428,-77.0422,322841,4304807
"PMS23",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,70,FALSE,38.86984,-77.03414,323530,4304299
"PMS25",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.86317,-77.02914,323947,4303549
"PMS27",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.85706,-77.02608,324197,4302865
"PMS29",NA,NA,0.098,10,1,11,1990,2012,NA,NA,0.1,5,1,6,415,FALSE,38.85039,-77.0222,324518,4302117
"PMS31",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,73,FALSE,38.84289,-77.02359,324379,4301287
"PMS33",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.83567,-77.02637,324120,4300491
"PMS35",NA,NA,0.1,0.1,1,1,1990,2005,NA,NA,0.1,0.1,1,1,75,FALSE,38.82872,-77.0297,323813,4299726
"PMS37",NA,NA,0.1,10,1,11,1990,2012,NA,NA,0.1,8,1,9,254,FALSE,38.82178,-77.03109,323676,4298959
"PMS39",NA,NA,0.1,0.1,1,1,1990,2010,NA,NA,0.1,0.1,1,1,108,FALSE,38.814,-77.03387,323415,4298101
"PMS41",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,73,FALSE,38.8065,-77.03581,323228,4297272
"PMS44",NA,NA,0.1,11,1,12,1990,2012,NA,NA,0.1,9,1,10,248,FALSE,38.79483,-77.03692,323103,4295979
"PMS46",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,71,FALSE,38.78706,-77.0372,323059,4295117
"PMS48",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,72,FALSE,38.77956,-77.03553,323186,4294282
"PMS51",NA,NA,0.1,10,1,11,1990,2012,NA,NA,0.1,8,1,9,217,FALSE,38.77011,-77.03136,323525,4293225
"PNK002.52",0.49,1.9,0.75,1.75,3,8,2004,2006,1,1.528,1,1.5,4.3,7,94,FALSE,37.50617,-76.33265,382213,4151859
"PNK004.41",0.85,2.17,1,2.5,4,11,2004,2006,1.192,2.014,1.25,2.175,5,9.7,24,FALSE,37.53582,-76.35573,380221,4155178
"PNK009.96",0.42,4.85,0.75,2.5,3,11,2004,2006,0.736,3.134,0.825,2.275,4,10.1,24,FALSE,37.51377,-76.42438,374118,4152821
"PNK013.91",0.9,2.2,1,2,2,9,2004,2006,1.273,1.935,1.25,1.75,6,8,95,FALSE,37.53407,-76.48782,368547,4155161
"PNK018.35",0.81,3.63,0.75,2.5,4,11,2004,2006,1.202,3.082,1.025,2.5,5,11,22,FALSE,37.56677,-76.54648,363424,4158872
"POC003.01",4,9.19,4,8,4,8,2013,2015,4.66,7.496,4,7,4,7,27,FALSE,37.98777,-75.62792,444860,4204644
"POK0009",1.4,4.1,1,3.8,1,6,2012,2014,2.06,3.1,1.7,2.8,3.6,5,67,FALSE,37.9765,-75.64295,443532,4203402
"POK0014",0.2,1.3,0,0,1,1,2004,2013,0.36,1.2,0,0,1,1,19,FALSE,37.98111,-75.6375,444014,4203910
"POK0087",0.6,7.3,0,7,1,8,2003,2014,1,5.22,0,4.9,1,6,149,FALSE,38.03972,-75.66084,442011,4210428
