"MonitoringLocation","TotalDepth_min","TotalDepth_max","maxSampleDepth_min","maxSampleDepth_max","n_DO_min","n_DO_max","year_min","year_max","TotalDepth_10","TotalDepth_90","maxSampleDepth_10","maxSampleDepth_90","n_DO_10","n_DO_90","Num_Events","boo.CBP144","Latitude","Longitude","UTMX","UTMY"
"XIG6373",8.3,9.2,8,8.9,9,10,2015,2017,8.79,9.01,8.49,8.71,10,10,20,FALSE,39.3196,-76.2086,395816,4352940
"XIG7748",3.1,4.1,2.8,3.8,4,5,2015,2017,3.2,4,2.9,3.7,4,5,21,FALSE,39.2954,-76.2534,391917,4350307
"XIG7901",3.2,7.8,2.9,7.5,4,9,2015,2017,3.51,4.68,3.21,4.38,4.7,6,18,FALSE,39.29892,-76.33149,385188,4350792
"XIG8710",2.2,3.5,1.9,3.25,4,5,2003,2003,2.25,3.4,1.95,3.125,4,5,6,FALSE,39.31147,-76.3176,386406,4352169
"XIH0077",1.4,4.3,0.5,3.7,1,5,2003,2006,1.8,3.56,1,3.1,1,5,95,FALSE,39.1667,-76.0387,410267,4335789
"XIH1458",3.5,4.8,3.2,4.5,4,6,2003,2003,3.55,4.6,3.25,4.3,4.5,5.5,6,FALSE,39.20402,-76.06277,408236,4339955
"XIH3581",3.2,5.8,2.9,5.5,4,7,2003,2006,3.72,5.42,3.42,5.12,4.6,7,27,FALSE,39.2252,-76.0314,410972,4342274
"XIH4495",2.2,3,1.9,2.7,3,6,2003,2003,2.25,3,1.95,2.7,3.5,5.5,6,FALSE,39.23868,-76.00343,413403,4343743
"XJF0588",1,1.9,0.7,1.6,2,4,2003,2005,1.28,1.8,0.97,1.5,2,3,20,FALSE,39.34133,-76.35371,383343,4355529
"XJF0821",1.8,2.6,1.5,2.3,3,5,2003,2005,1.98,2.51,1.68,2.21,3,5,20,FALSE,39.34623,-76.29995,387983,4356004
"XJF2675",0.6,1.3,0.5,1,1,2,2003,2005,0.79,1.2,0.5,0.9,1,2,20,FALSE,39.37907,-76.37708,381392,4359748
"XJF4289",0.9,2,0.6,1.7,1,3,2003,2005,1.2,1.73,0.97,1.33,1,3,58,FALSE,39.4019,-76.35163,383622,4362248
"XJG0006",1.7,2.1,1.4,1.9,3,4,2003,2003,1.75,2.05,1.45,1.8,3,4,6,FALSE,39.33349,-76.32375,385912,4354620
"XJG1149",2.6,3.3,2.3,3,4,5,2003,2003,2.68,3.22,2.38,2.92,4,5,5,FALSE,39.35252,-76.24895,392388,4356641
"XJG1795",3.5,8.7,3.2,8.4,4,10,2015,2017,3.8,8,3.5,7.7,5,9,21,FALSE,39.3622,-76.1749,398783,4357630
"XJG2340",1.5,2.8,1.2,2.5,3,5,2003,2005,2.07,2.7,1.77,2.4,4,5,18,FALSE,39.36972,-76.2675,390816,4358572
"XJG2718",0.3,1.4,0.2,1,1,2,2003,2005,0.75,1.2,0.5,0.9,1,2,76,FALSE,39.38153,-76.3043,387665,4359928
"XJG3207",1.3,1.8,1,1.5,2,3,2003,2003,1.36,1.71,1.06,1.41,2.3,3,4,FALSE,39.38722,-76.32307,386058,4360583
"XJG4337",0.8,2.7,0.5,2.4,1,5,2003,2007,1.05,2.3,0.96,2,1,4,107,FALSE,39.40389,-76.27275,390417,4362370
"XJG4451",1.8,2.8,1.5,2.5,3,5,2003,2005,2.2,2.8,1.9,2.5,3.9,5,20,FALSE,39.41072,-76.24762,392592,4363098
"XJG6745",1.3,1.3,1,1,2,2,2003,2003,1.3,1.3,1,1,2,2,5,FALSE,39.44482,-76.25823,391731,4366895
"XJG7035",0.3,6.2,0.1,1.3,1,3,2003,2019,0.4,1.1,0.1,0.8,1,2,330,FALSE,39.45078,-76.27457,390334,4367577
"XJG7461",0.8,2.2,0.5,1.9,1,4,2008,2010,1.2,1.8,0.9,1.5,2,3,48,FALSE,39.45821,-76.23227,393985,4368351
"XJG7856",0.7,1.5,0.5,1.2,1,3,2003,2005,0.8,1.3,0.5,1,1,2,18,FALSE,39.462,-76.2407,393266,4368781
"XJH1222",1,2.2,0.7,1.9,1,4,2015,2017,1.2,1.7,0.9,1.4,2,3,69,FALSE,39.35393,-76.1296,402674,4356659
"XJH2362",1.1,3.9,0.8,3.6,1,5,2006,2011,1.34,2.2,1,1.9,2,4,115,FALSE,39.3717,-76.06252,408476,4358564
"XJH4239",3,3.7,2.7,3.4,4,5,2015,2017,3.3,3.6,3,3.3,4,5,21,FALSE,39.4028,-76.1019,405127,4362056
"XJH5080",5.3,6.4,5,6.1,6,7,2007,2009,5.7,6.3,5.4,6,7,7,21,FALSE,39.4167,-76.0333,411050,4363529
"XJH5342",2.1,3.3,1.8,3,4,6,2007,2009,2.48,3.11,2.18,2.9,4,5.1,20,FALSE,39.4209,-76.096,405659,4364059
"XJH6868",3.1,6,2.8,5.7,4,7,2007,2009,3.7,5.6,3.3,5.3,5,7,21,FALSE,39.4475,-76.0525,409438,4366966
"XJH8658",1.9,4.5,1.6,4.2,4,6,2007,2009,2.1,3.6,1.8,3.3,4,5,21,FALSE,39.4767,-76.0709,407893,4370225
"XJH9299",5.3,7.7,5,7.4,6,9,2007,2009,5.9,7.1,5.6,6.8,7,8,21,FALSE,39.4866,-76.0006,413952,4371255
"XJH9748",3.1,5.3,2.8,5,4,6,2007,2009,3.9,5.2,3.6,4.9,5,6,21,FALSE,39.4943,-76.0876,406480,4372196
"XJI1871",1.8,7,1.5,6.7,3,8,2006,2009,2.06,6.18,1.76,5.88,3.6,7,37,FALSE,39.36322,-75.88233,423989,4357455
"XJI2112",6.9,9.4,6,9.1,8,10,2007,2009,7.24,9.04,6.68,8.74,8,10,19,FALSE,39.3689,-75.9792,415650,4358172
"XJI2190",2.9,2.9,2.6,2.6,5,5,2007,2007,2.9,2.9,2.6,2.6,5,5,1,FALSE,39.36768,-75.84943,426828,4357923
"XJI2342",3.6,4.6,3.3,4.3,5,6,2007,2009,3.98,4.6,3.68,4.3,5,6,19,FALSE,39.3712,-75.9286,420012,4358381
"XJI2396",1,5.7,0.7,5.4,1,7,2007,2018,1.7,2.55,1.4,2.2,3,4,206,FALSE,39.37225,-75.83987,427656,4358423
"XJI8018",8.1,13,7.8,12.7,9,14,2007,2009,11.6,12.9,11.3,12.6,13,14,21,FALSE,39.4663,-75.9697,416585,4368973
"XJI8369",0.8,2.7,0.5,2.4,1,5,2007,2009,1.49,2.4,1.19,2.1,2,4,70,FALSE,39.4713,-75.8857,423816,4369453
"XJI8641",1.8,2.8,1.5,2.5,3,5,2007,2009,2.1,2.7,1.8,2.4,4,5,21,FALSE,39.4764,-75.931,419925,4370058
"XJI8856",1.6,3,1.3,2.7,3,6,2007,2009,2.1,2.8,1.8,2.5,4,5,21,FALSE,39.4805,-75.9068,422011,4370492
"XKH0375",0.5,1.8,0.2,1.5,1,3,2007,2017,0.7,1.4,0.47,1.1,1,2,128,FALSE,39.5053,-76.0414,410467,4373370
"XKH2555",4,7.5,3.7,7.2,5,8,2011,2017,4.7,5.74,4.4,5.4,6,7,57,FALSE,39.5404,-76.0736,407745,4377298
"XKH2797",0.4,1.8,0.1,1.5,1,3,2007,2009,0.7,1.4,0.4,1.1,1,2,68,FALSE,39.5443,-76.0049,413653,4377663
"XKH2870",0.6,7,0.4,6.7,1,8,2007,2009,0.88,2.22,0.58,1.92,1,4,69,FALSE,39.546,-76.0494,409832,4377895
"XKH2949",1.1,9,0.8,8,1,9,2007,2019,2.3,3.4,2,3.1,4,5,192,FALSE,39.5478,-76.0848,406792,4378131
"XKH3508",2,2.8,1.7,2.5,4,5,2007,2009,2.1,2.7,1.8,2.4,4,5,21,FALSE,39.5583,-75.9867,415234,4379199
"XKH6126",3.7,5,3.4,4.7,5,6,2007,2009,3.8,4.8,3.5,4.5,5,6,21,FALSE,39.6001,-76.1239,403505,4383977
"XKI0256",0.8,2.6,0.5,2.3,1,4,2007,2009,1.2,2,0.9,1.7,2,3,68,FALSE,39.5039,-75.9075,421977,4373090
"XKI1996",12.2,13.1,11.9,12.8,13,14,2015,2015,12.26,13.04,11.96,12.74,13,14,7,FALSE,39.53123,-75.83968,427835,4376064
"XKI2087",0.8,1.8,0.5,1.5,1,3,2015,2015,0.8,1.56,0.5,1.26,1,2.8,23,FALSE,39.53275,-75.85532,426496,4376254
"XKI2475",0.8,4,0.5,3.7,1,5,2007,2009,1.2,3.6,0.9,3.3,2,5,21,FALSE,39.5387,-75.875,424809,4376924
"XKI2616",2,3.2,1.7,2.9,3,6,2007,2009,2.2,3.1,1.9,2.8,4,5,21,FALSE,39.5429,-75.9735,416350,4377478
"XKI3890",0.7,2.5,0.5,2.2,1,4,2007,2009,1.1,2,0.8,1.7,2,3,68,FALSE,39.564,-75.8501,426975,4379712
"XKI5022",1.1,2.4,0.8,2.1,1,4,2007,2009,1.4,2.1,1,1.8,2,4,69,FALSE,39.5831,-75.9638,417231,4381930
"YEO000.45",3.59,5.16,3,5,3,5,2007,2009,3.82,5.13,4,5,4,5,21,FALSE,38.03765,-76.52498,366175,4211089
"YRK000.79",12.2,14.6,10,13,10,13,2010,2012,12.3,13.32,12,13,12,13,27,FALSE,37.24181,-76.38634,377037,4122598
"YRK001.20",1.19,2.52,1.25,2.5,5,10,2005,2008,1.394,2.306,1.5,2.25,6.7,10,28,FALSE,37.22727,-76.4228,373779,4121032
"YRK005.40",0.71,4,0.75,3.75,4,16,2005,2017,1.45,3.1,1.25,3,6,13,437,FALSE,37.24828,-76.49651,367276,4123464
"YRK006.77",0.99,2.71,1,2.5,5,11,2005,2008,1.318,2.5,1.475,2.5,6,11,60,FALSE,37.24432,-76.5243,364804,4123064
"YRK010.59",1,2.33,1,2,4,8,2005,2008,1.028,1.87,1.15,1.75,5.6,8,27,FALSE,37.29657,-76.56287,361479,4128917
"YRK012.78",1.05,2.17,1,2.25,4,10,2005,2008,1.193,1.803,1.075,2,5.3,9,24,FALSE,37.30047,-76.60819,357469,4129417
"YRK015.09",0.2,2.5,0.1,3,1,13,2005,2017,0.9,1.8,0.75,1.75,4,8,425,FALSE,37.34708,-76.61165,357251,4134594
"YRK023.40",0.96,2.11,1,2.25,4,10,2005,2008,1.268,1.956,1,1.9,5,8,25,FALSE,37.41742,-76.70888,348779,4142550
"YRK028.58",1.21,2.32,1,2.25,5,10,2005,2008,1.616,2.177,1.5,2.175,7,9.7,24,FALSE,37.48865,-76.74903,345373,4150518
"YRK031.24",1.53,3.55,1.5,3.5,6,13,2005,2008,1.612,3.312,1.75,2.85,7.3,11,24,FALSE,37.50465,-76.79252,341562,4152366
"ZDM0000",2.4,3.3,2,3,4,6,2004,2004,2.62,3.2,2,3,4,6,15,FALSE,38.935,-76.508,369297,4310644
"ZDM0001",1.1,2.6,0.8,2.1,1,5,2004,2012,1.5,2.2,1.1,1.7,2,4,101,FALSE,38.93598,-76.50771,369323,4310752
"ZDM0002",1.2,2.4,0.5,1.9,1,4,2004,2008,1.4,2.1,1,1.6,2,3.5,56,FALSE,38.93648,-76.50738,369353,4310807
"ZDM0003",0.6,2,0.5,1.5,1,3,2004,2004,1.12,1.76,1,1.5,2,3,15,FALSE,38.9362,-76.5067,369411,4310775
